,LIST_ENTRPS,LIST_REGION,LIST_SIGUNGU,LIST_REPAIR_SHOP,LIST_ADDRESS,LIST_TEL,LIST_REPAIR_RANGE
107,현대,경상북도,포항시,(주)포항현대상용서비스,경상북도 포항시 남구 호동로 122,054-285-8080,고전압배터리 제외 전 작업 수리 가능
108,현대,서울특별시,강북구,(주)합성자동차,서울특별시 강북구 도봉로 113 (미아동),02-989-4901,고전압배터리 제외 전 작업 수리 가능
109,현대,경기도,고양시,(주)향동점,경기도 고양시 덕양구 꽃내음1길 159,02-322-8777,고전압배터리 제외 전 작업 수리 가능
110,현대,부산광역시,남구,(주)현대기아남구정비서비스,부산광역시 남구 신선로 340 (용당동),051-621-9204,고전압배터리 제외 전 작업 수리 가능
111,현대,제주특별자치도,제주시,(주)현대노형북부점,제주특별자치도 제주시 월광로 43 (노형동),064-747-1475,고전압배터리 제외 전 작업 수리 가능
112,현대,서울특별시,동작구,(주)현대시트,"서울특별시 동작구 등용로 89 (대방동,1층)",02-713-8530,고전압배터리 제외 전 작업 수리 가능
113,현대,경기도,파주시,(주)현대오성자동차공업사,경기도 파주시 탄현면 평화로 563,031-943-8272,고전압배터리 제외 전 작업 수리 가능
114,현대,경기도,고양시,(주)현대일산자동차정비센타,경기도 고양시 일산동구 성석로 40 (중산동),031-977-5656,고전압배터리 제외 전 작업 수리 가능
115,현대,충청남도,아산시,(주)현대자동차충청써비스,충청남도 아산시 곡교천로 125번길 35 (실옥동),041-547-3399,고전압배터리 제외 전 작업 수리 가능
116,현대,충청남도,홍성군,(주)홍성현대서비스,충청남도 홍성군 금마면 충서로 2165,041-633-8890,고전압배터리 제외 전 작업 수리 가능
117,현대,경기도,남양주,(주)화도동부점,경기도 남양주시 화도읍 경춘로 1713,031-592-9393,고전압배터리 제외 전 작업 수리 가능
118,현대,경기도,화성시,(주)화성현대서비스,경기도 화성시 송산면 송산로 84,031-356-6200,고전압배터리 제외 전 작업 수리 가능
119,현대,인천광역시,서구,(주)효성자동차공업,인천광역시 서구 봉수대로 1278 (왕길동),032-548-8204,고전압배터리 제외 전 작업 수리 가능
120,현대,강원특별자치도,춘천시,(합)동춘천현대서비스,강원특별자치도 춘천시 후석로462번길 91 (후평동),033-253-3147,고전압배터리 제외 전 작업 수리 가능
121,현대,광주광역시,북구,(합)북광주현대서비스,광주광역시 북구 하서로672번길 37 (용전동),062-576-8272,고전압배터리 제외 전 작업 수리 가능
122,현대,충청북도,청주시,가경점(주),충청북도 청주시 흥덕구 가경로101번길 27 (가경동),043-234-8204,고전압배터리 제외 전 작업 수리 가능
123,현대,경기도,의정부시,가능서부점,경기도 의정부시 서부로 526 (가능동),031-877-5589,고전압배터리 제외 전 작업 수리 가능
124,현대,경기도,의정부시,가능점,경기도 의정부시 체육로 16 (가능동),031-879-0404,고전압배터리 제외 전 작업 수리 가능
125,현대,서울특별시,송파구,가락점,서울특별시 송파구 중대로 203 (가락동),02-430-0135,고전압배터리 제외 전 작업 수리 가능
126,현대,경기도,파주시,가람로중앙점,경기도 파주시 가람로21번길 7-20 (와동동),031-947-1456,고전압배터리 제외 전 작업 수리 가능
127,현대,경상북도,칠곡군,가산현대상용서비스,경상북도 칠곡군 가산면 송신로 276,054-971-1500,고전압배터리 제외 전 작업 수리 가능
128,현대,경기도,포천시,가산현대서비스(주),경기도 포천시 가산면 가산로 18,031-542-1111,고전압배터리 제외 전 작업 수리 가능
129,현대,경상남도,함안군,가야점,경상남도 함안군 가야읍 가야로 126,055-584-9966,고전압배터리 제외 전 작업 수리 가능
130,현대,부산광역시,부산진구,가야점,부산광역시 부산진구 가야대로 660,051-896-7778,고전압배터리 제외 전 작업 수리 가능
131,현대,서울특별시,강서구,가양현대서비스,서울특별시 강서구 양천로 462 (등촌동),02-3661-3435,고전압배터리 제외 전 작업 수리 가능
132,현대,경기도,고양시,가좌점,경기도 고양시 일산서구 송산로 414 (가좌동),031-923-8210,고전압배터리 제외 전 작업 수리 가능
133,현대,인천광역시,서구,가좌점,인천광역시 서구 건지로 395-1 (가좌동),032-573-9944,고전압배터리 제외 전 작업 수리 가능
134,현대,경기도,가평군,가평상용현대서비스,경기도 가평군 상면 청군로 1990,031-529-2301,고전압배터리 제외 전 작업 수리 가능
135,현대,경기도,가평군,가평점,경기도 가평군 가평읍 광장로 21,031-582-2119,고전압배터리 제외 전 작업 수리 가능
136,현대,경상북도,영주시,가흥점,경상북도 영주시 신재로 25 (가흥동),054-632-8222,고전압배터리 제외 전 작업 수리 가능
137,현대,인천광역시,남동구,간석점,인천광역시 남동구 경인로 776 (간석동),032-501-8855,고전압배터리 제외 전 작업 수리 가능
138,현대,전북특별자치도,김제시,갈공점,전북특별자치도 김제시 벽성로 305 (갈공동),063-545-8204,고전압배터리 제외 전 작업 수리 가능
139,현대,경기도,하남시,감일점,경기도 하남시 감일로 166,02-6958-6005,고전압배터리 제외 전 작업 수리 가능
140,현대,충청남도,논산시,강경점,충청남도 논산시 강경읍 계백로 130-2,041-745-1475,고전압배터리 제외 전 작업 수리 가능
141,현대,경상북도,영덕군,강구점,경상북도 영덕군 강구면 동해대로 4571,054-733-5300,고전압배터리 제외 전 작업 수리 가능
142,현대,서울특별시,강남구,강남논현점,서울특별시 강남구 논현로150길 21,02-516-8204,고전압배터리 제외 전 작업 수리 가능
143,현대,경상남도,양산시,강남현대상용서비스,경상남도 양산시 상북면 소노길 9,055-374-4767,고전압배터리 제외 전 작업 수리 가능
144,현대,강원특별자치도,강릉시,강릉대형점,강원특별자치도 강릉시 율곡로 2553 (유산동),033-643-8546,고전압배터리 제외 전 작업 수리 가능
145,현대,강원특별자치도,강릉시,강릉북부점,강원특별자치도 강릉시 가작로 306 (포남동),033-653-6622,고전압배터리 제외 전 작업 수리 가능
146,현대,강원특별자치도,강릉시,강릉하이테크센터,강원특별자치도 강릉시 강변로 534,033-653-9120,모든수리
147,현대,부산광역시,강서구,강서명지현대서비스,부산광역시 강서구 화전산업대로 163 (화전동),051-831-2199,고전압배터리 제외 전 작업 수리 가능
148,현대,부산광역시,강서구,강서범방점,부산광역시 강서구 가락대로900번길 5 (범방동),051-832-1133,고전압배터리 제외 전 작업 수리 가능
149,현대,경기도,김포시,강서상용현대서비스(주),경기도 김포시 고촌읍 아라육로57번길 87-11,02-2666-6268,고전압배터리 제외 전 작업 수리 가능
150,현대,충청북도,청주시,강서점,충청북도 청주시 흥덕구 서현로 14 (가경동),043-237-8277,고전압배터리 제외 전 작업 수리 가능
151,현대,서울특별시,강서구,강서현대서비스(주),서울특별시 강서구 남부순환로 223 (외발산동),02-2661-0072,고전압배터리 제외 전 작업 수리 가능
152,현대,서울특별시,강동구,강일현대서비스(주),서울특별시 강동구 상일로12길 85 (강일동),02-6225-3000,고전압배터리 제외 전 작업 수리 가능
153,현대,제주특별자치도,서귀포시,강정점,제주특별자치도 서귀포시 일주서로 215-3 (강정동),064-738-3749,모든수리
154,현대,전라남도,강진군,강진점,전라남도 강진군 강진읍 금릉2길 2,061-433-8204,고전압배터리 제외 전 작업 수리 가능
155,현대,인천광역시,강화군,강화점,인천광역시 강화군 강화읍 강화대로 286-1,032-934-5959,고전압배터리 제외 전 작업 수리 가능
156,현대,부산광역시,부산진구,개금점,부산광역시 부산진구 백양대로 249 (개금동),051-896-3595,고전압배터리 제외 전 작업 수리 가능
157,현대,서울특별시,구로구,개봉남부점,서울특별시 구로구 개봉로1나길 5 (개봉동),02-2611-4138,고전압배터리 제외 전 작업 수리 가능
158,현대,서울특별시,구로구,개봉점,서울특별시 구로구 경인로 286 (개봉동),02-2683-8774,고전압배터리 제외 전 작업 수리 가능
159,현대,충청북도,청주시,개신점,충청북도 청주시 서원구 성봉로 161,043-237-3451,고전압배터리 제외 전 작업 수리 가능
160,현대,서울특별시,강남구,개포점,서울특별시 강남구 개포로 254 (개포동),02-578-8204,고전압배터리 제외 전 작업 수리 가능
161,현대,경기도,시흥시,거모점,경기도 시흥시 군자로 532,031-493-4946,고전압배터리 제외 전 작업 수리 가능
162,현대,경상남도,거제시,거제상동점,경상남도 거제시 상동1길 18-3 (상동동),055-635-4060,고전압배터리 제외 전 작업 수리 가능
163,현대,경상남도,거제시,거제서정점,경상남도 거제시 거제면 읍내로 104,055-634-1418,고전압배터리 제외 전 작업 수리 가능
164,현대,부산광역시,연제구,거제점,부산광역시 연제구 월드컵대로 259 (거제동),051-502-8207,고전압배터리 제외 전 작업 수리 가능
165,현대,경상남도,거제시,거제현대서비스,경상남도 거제시 연초면 연하해안로 316,055-637-9200,모든수리
166,현대,경상남도,거창군,거창점,경상남도 거창군 거창읍 가조가야로 16,055-943-3360,고전압배터리 제외 전 작업 수리 가능
167,현대,경상남도,거창군,거창현대서비스,경상남도 거창군 거창읍 밤티재로 1262,055-943-7700,모든수리
168,현대,경상북도,경주시,건천점,경상북도 경주시 건천읍 내서로 1201,054-751-8207,고전압배터리 제외 전 작업 수리 가능
169,현대,인천광역시,서구,검단가현점,인천광역시 서구 가현로117번길 62,032-569-3280,고전압배터리 제외 전 작업 수리 가능
170,현대,인천광역시,서구,검암점,인천광역시 서구 승학로 532 (검암동),032-564-1359,고전압배터리 제외 전 작업 수리 가능
171,현대,경기도,용인시,경기자동차공업사,경기도 용인시 기흥구 중부대로 14-9 (영덕동),031-206-1661,고전압배터리 제외 전 작업 수리 가능
172,현대,경상남도,진주시,경남카시트,"경상남도 진주시 진산로322번길 1, 1층 (장재동)",055-758-1980,고전압배터리 제외 전 작업 수리 가능
173,현대,경상북도,경산시,경산서비스,경상북도 경산시 진량읍 의송길 6,053-852-3800,고전압배터리 제외 전 작업 수리 가능
174,현대,서울특별시,용산구,경오공업사,서울특별시 용산구 청파로 253-1 (청파동3가),02-713-6644,고전압배터리 제외 전 작업 수리 가능
175,현대,경상북도,경주시,경주현대상용서비스,경상북도 경주시 태종로 266-3 (충효동),054-701-2323,고전압배터리 제외 전 작업 수리 가능
176,현대,경상북도,경주시,경주현대서비스(주),경상북도 경주시 공단로 45 (황성동),054-776-9100,모든수리
177,현대,충청남도,계룡시,계룡금암점,충청남도 계룡시 금암로 130-6 (금암동),042-551-6000,고전압배터리 제외 전 작업 수리 가능
178,현대,충청남도,계룡시,계룡현대서비스,충청남도 계룡시 두마면 왕대로 99,042-841-1111,고전압배터리 제외 전 작업 수리 가능
179,현대,경상북도,경산시,계양점,경상북도 경산시 원효로 120 (계양동),053-802-8204,고전압배터리 제외 전 작업 수리 가능
180,현대,충청남도,당진시,고대점,충청남도 당진시 고대면 보덕포로 174,041-352-0809,고전압배터리 제외 전 작업 수리 가능
181,현대,경기도,성남시,고등현대서비스,경기도 성남시 수정구 청계산로2길 14,031-747-8204,고전압배터리 제외 전 작업 수리 가능
182,현대,경상북도,고령군,고령점,경상북도 고령군 고령읍 대가야로 1421,054-956-5141,고전압배터리 제외 전 작업 수리 가능
183,현대,경상남도,고성군,고성군현대서비스,경상남도 고성군 고성읍 남해안대로 2524,055-674-0330,고전압배터리 제외 전 작업 수리 가능
184,현대,대구광역시,북구,고성점,대구광역시 북구 옥산로 74 (고성동3가),053-356-0404,모든수리
185,현대,강원특별자치도,고성군,고성현대서비스,강원특별자치도 고성군 죽왕면 향목길 14,033-681-0001,고전압배터리 제외 전 작업 수리 가능
186,현대,경상북도,구미시,고아점,경상북도 구미시 고아읍 송평로 6,054-482-8383,고전압배터리 제외 전 작업 수리 가능
187,현대,경기도,고양시,고양벽제현대서비스(주),경기도 고양시 덕양구 혜음로  240,031-968-5300,고전압배터리 제외 전 작업 수리 가능
188,현대,경기도,고양시,고양점,경기도 고양시 덕양구 호국로 1787 (고양동),031-963-3377,고전압배터리 제외 전 작업 수리 가능
189,현대,경기도,고양시,고양하이테크센터,경기도 고양시 일산서구 킨텍스로 217-6,1899-6611,모든수리
190,현대,경기도,안산시,고잔중부점,경기도 안산시 단원구 화정천동로 96 (고잔동),031-439-6776,고전압배터리 제외 전 작업 수리 가능
191,현대,전북특별자치도,고창군,고창점,전북특별자치도 고창군 고창읍 소반3길 17-2,063-564-8796,고전압배터리 제외 전 작업 수리 가능
192,현대,전북특별자치도,고창군,고창중앙현대서비스,전북특별자치도 고창군 고창읍 보릿골로 106,063-561-1911,고전압배터리 제외 전 작업 수리 가능
